id,town_ksh_code,province_name,town_name,town_type1,town_type2,town_type3,district_ksh_code,town_population,street_name,house_number,target,address,lon,lat
2768,8518,8,Sopron,2,2,3,91,60548,alsólövér utca,10/A,0,"alsólövér utca 10/A, Sopron",16.581859959560376,47.67863998081472
2769,8518,8,Sopron,2,2,3,91,60548,arany jános utca,12,0,"arany jános utca 12, Sopron",16.589409958845664,47.67818999834273
2770,8518,8,Sopron,2,2,3,91,60548,bozi utca,79,0,"bozi utca 79, Sopron",16.671280030473724,47.64355999773534
2771,8518,8,Sopron,2,2,3,91,60548,darufalvi utca,10,0,"darufalvi utca 10, Sopron",16.53437002400605,47.68048999257408
2772,8518,8,Sopron,2,2,3,91,60548,deák tér,43,0,"deák tér 43, Sopron",16.589139977744367,47.68027998399003
2773,8518,8,Sopron,2,2,3,91,60548,erzsébet utca,5,0,"erzsébet utca 5, Sopron",16.58771002506265,47.682170019337065
2774,8518,8,Sopron,2,2,3,91,60548,iv. lászló király utca,23,0,"iv. lászló király utca 23, Sopron",16.57374996532394,47.69115001321359
2775,8518,8,Sopron,2,2,3,91,60548,juharfa út,12,0,"juharfa út 12, Sopron",16.57731998552444,47.692819981692736
2776,8518,8,Sopron,2,2,3,91,60548,kétház köz,1,0,"kétház köz 1, Sopron",16.60544001339258,47.68076999004967
2777,8518,8,Sopron,2,2,3,91,60548,laktanya utca,19,0,"laktanya utca 19, Sopron",16.560000039897858,47.684229997770956
2778,8518,8,Sopron,2,2,3,91,60548,macskakői utca,11,0,"macskakői utca 11, Sopron",16.60502997068923,47.6931200119169
2779,8518,8,Sopron,2,2,3,91,60548,magyar utca,25/C,0,"magyar utca 25/C, Sopron",16.594340026655402,47.679949988462
2781,8518,8,Sopron,2,2,3,91,60548,pócsi utca,24,1,"pócsi utca 24, Sopron",16.596099974865155,47.6816899877422
2782,8518,8,Sopron,2,2,3,91,60548,s. horváth józsef utca,7,0,"s. horváth józsef utca 7, Sopron",16.575292146075636,47.69449405738755
2783,8518,8,Sopron,2,2,3,91,60548,szélső utca,9,0,"szélső utca 9, Sopron",16.61890000878782,47.678829998559706
2784,8518,8,Sopron,2,2,3,91,60548,szent mihály utca,20,0,"szent mihály utca 20, Sopron",16.59661001367337,47.688599986810516
2785,8518,8,Sopron,2,2,3,91,60548,tarló sor,76,0,"tarló sor 76, Sopron",16.624879993789307,47.71414999743652
2787,8518,8,Sopron,2,2,3,91,60548,vasvári pál utca,11,0,"vasvári pál utca 11, Sopron",16.586360035737215,47.67507000252374
2788,8518,8,Sopron,2,2,3,91,60548,wälder józsef utca,10,0,"wälder józsef utca 10, Sopron",16.543279987081547,47.68550999820488
2789,28705,7,Szabadbattyán,4,3,6,85,4625,akácfa utca,14,1,"akácfa utca 14, Szabadbattyán",18.372460034849325,47.11586001660481
2792,28705,7,Szabadbattyán,4,3,6,85,4625,barátság utca,18,2,"barátság utca 18, Szabadbattyán",18.376379999507407,47.11325001768452
2793,28705,7,Szabadbattyán,4,3,6,85,4625,jókai telep,4,0,"jókai telep 4, Szabadbattyán",18.377790003259577,47.12318001646696
2794,28705,7,Szabadbattyán,4,3,6,85,4625,józsef attila utca,8,1,"józsef attila utca 8, Szabadbattyán",18.38461999706209,47.10511001623473
2795,28705,7,Szabadbattyán,4,3,6,85,4625,kölcsey utca,42,2,"kölcsey utca 42, Szabadbattyán",18.37681996560508,47.114539992583246
2796,28705,7,Szabadbattyán,4,3,6,85,4625,malom utca,30,0,"malom utca 30, Szabadbattyán",18.364460011182558,47.11222000751283
2797,28705,7,Szabadbattyán,4,3,6,85,4625,malom utca,36,0,"malom utca 36, Szabadbattyán",18.36482998838872,47.11264999914573
2798,28705,7,Szabadbattyán,4,3,6,85,4625,malom utca,46,1,"malom utca 46, Szabadbattyán",18.36587998939953,47.11366999294313
2799,28705,7,Szabadbattyán,4,3,6,85,4625,móricz zsigmond utca,2,1,"móricz zsigmond utca 2, Szabadbattyán",18.36435004061292,47.114819990058805
2800,28705,7,Szabadbattyán,4,3,6,85,4625,napsugár dűlő,4133,0,"napsugár dűlő 4133, Szabadbattyán",18.382076884110234,47.139738304542284
2801,28705,7,Szabadbattyán,4,3,6,85,4625,petőfi utca,14,2,"petőfi utca 14, Szabadbattyán",18.364959991706996,47.119559998214044
2803,19530,3,Szakmár,4,3,7,37,1205,alsóerek szállás,51,0,"alsóerek szállás 51, Szakmár",19.08478970216432,46.58665033625114
2804,19530,3,Szakmár,4,3,7,37,1205,arany jános utca,20,2,"arany jános utca 20, Szakmár",19.076019972132542,46.552379995841704
2805,19530,3,Szakmár,4,3,7,37,1205,árpád utca,22,0,"árpád utca 22, Szakmár",19.075180021615324,46.56001000039279
2806,19530,3,Szakmár,4,3,7,37,1205,dózsa györgy utca,16,2,"dózsa györgy utca 16, Szakmár",19.079780010077997,46.55679998293371
2807,19530,3,Szakmár,4,3,7,37,1205,felsőerek szállás,3,0,"felsőerek szállás 3, Szakmár",19.08126997718648,46.60484999725821
2808,19530,3,Szakmár,4,3,7,37,1205,felsőerek szállás,66,0,"felsőerek szállás 66, Szakmár",19.08415997358233,46.608859983556385
2809,19530,3,Szakmár,4,3,7,37,1205,gombolyag szállás,51,2,"gombolyag szállás 51, Szakmár",19.028691394222392,46.5845158741257
2810,19530,3,Szakmár,4,3,7,37,1205,hunyadi utca,2,2,"hunyadi utca 2, Szakmár",19.07013998323592,46.555200003346044
2813,19530,3,Szakmár,4,3,7,37,1205,kalocsai utca,1,0,"kalocsai utca 1, Szakmár",19.072799980208657,46.553520018492605
2814,19530,3,Szakmár,4,3,7,37,1205,kiskőrösi utca,9,0,"kiskőrösi utca 9, Szakmár",19.077470041381872,46.5547299881255
2816,19530,3,Szakmár,4,3,7,37,1205,mátyás király utca,23,1,"mátyás király utca 23, Szakmár",19.075499958859524,46.55866001106736
2817,4774,15,Szakoly,4,3,6,155,2736,árpád utca,38,0,"árpád utca 38, Szakoly",21.91054996192014,47.75995001558212
2818,4774,15,Szakoly,4,3,6,155,2736,árpád utca,40,2,"árpád utca 40, Szakoly",21.910569994668748,47.759749981462846
2820,4774,15,Szakoly,4,3,6,155,2736,esze tamás utca,18,2,"esze tamás utca 18, Szakoly",21.903379998124848,47.76553999062887
2821,4774,15,Szakoly,4,3,6,155,2736,gábor áron utca,11,1,"gábor áron utca 11, Szakoly",21.90765996552429,47.75291001319556
2822,4774,15,Szakoly,4,3,6,155,2736,jókai út,6,1,"jókai út 6, Szakoly",21.900030002882716,47.76061000663816
2824,4774,15,Szakoly,4,3,6,155,2736,kossuth utca,18,1,"kossuth utca 18, Szakoly",21.91507996149133,47.76358000829981
2825,4774,15,Szakoly,4,3,6,155,2736,kossuth utca,84,1,"kossuth utca 84, Szakoly",21.915139975918066,47.75572000432561
2826,4774,15,Szakoly,4,3,6,155,2736,létai utca,4,2,"létai utca 4, Szakoly",21.90206001601277,47.761369993799065
2828,4774,15,Szakoly,4,3,6,155,2736,mihálydi utca,46,1,"mihálydi utca 46, Szakoly",21.90984998918597,47.752930004034624
2829,4774,15,Szakoly,4,3,6,155,2736,móricz zsigmond utca,16,0,"móricz zsigmond utca 16, Szakoly",21.913039973896474,47.75585998210863
2832,23870,4,Szarvas,3,2,3,52,16954,damjanich utca,18,2,"damjanich utca 18, Szarvas",20.543890036895817,46.859279985939736
2833,23870,4,Szarvas,3,2,3,52,16954,deák ferenc utca,37/B,2,"deák ferenc utca 37/B, Szarvas",20.552230030555393,46.87130998674377
2834,23870,4,Szarvas,3,2,3,52,16954,honvéd utca,18.jan,2,"honvéd utca 18.jan, Szarvas",20.56444003273009,46.86743000376384
2835,23870,4,Szarvas,3,2,3,52,16954,lehel utca,05.márc,2,"lehel utca 05.márc, Szarvas",20.543790040790924,46.86290000419268
2836,17312,13,Százhalombatta,3,2,3,127,17952,ady endre utca,9,0,"ady endre utca 9, Százhalombatta",18.91087996722706,47.3243800165711
2837,17312,13,Százhalombatta,3,2,3,127,17952,erkel ferenc körút,17,2,"erkel ferenc körút 17, Százhalombatta",18.90338998236851,47.31585000516654
2838,17312,13,Százhalombatta,3,2,3,127,17952,hága lászló utca,7,1,"hága lászló utca 7, Százhalombatta",18.912349985405967,47.319230007622025
2839,17312,13,Százhalombatta,3,2,3,127,17952,kodály zoltán sétány,10,1,"kodály zoltán sétány 10, Százhalombatta",18.908539991317582,47.31545999521177
2840,17312,13,Százhalombatta,3,2,3,127,17952,szkela utca,8,2,"szkela utca 8, Százhalombatta",18.938460032892635,47.32712999327441
2842,17312,13,Százhalombatta,3,2,3,127,17952,tóth lászló utca,4,2,"tóth lászló utca 4, Százhalombatta",18.90834997357257,47.31332998597685
2843,33367,6,Szeged,2,2,2,75,168048,alsó kikötő sor,14-16,1,"alsó kikötő sor 14-16, Szeged",20.152300009574873,46.23762000176944
2844,33367,6,Szeged,2,2,2,75,168048,batthyány utca,22,0,"batthyány utca 22, Szeged",20.142069980568294,46.245870015698415
2845,33367,6,Szeged,2,2,2,75,168048,bazsalikom utca,67,0,"bazsalikom utca 67, Szeged",20.087159965227897,46.22813001099422
2846,33367,6,Szeged,2,2,2,75,168048,bérkert utca,56,0,"bérkert utca 56, Szeged",20.174959981895512,46.24792001966756
2848,33367,6,Szeged,2,2,2,75,168048,boldogasszony sugárút,23-25,0,"boldogasszony sugárút 23-25, Szeged",20.144659988649494,46.245050014110774
2850,33367,6,Szeged,2,2,2,75,168048,csanádi utca,15,1,"csanádi utca 15, Szeged",20.160860028192815,46.24384000256836
2851,33367,6,Szeged,2,2,2,75,168048,csantavéri utca,1,2,"csantavéri utca 1, Szeged",20.10865996596806,46.23914999246557
2852,33367,6,Szeged,2,2,2,75,168048,csongrádi sugárút,65,0,"csongrádi sugárút 65, Szeged",20.152049977403152,46.26740999811673
2853,33367,6,Szeged,2,2,2,75,168048,csongrádi sugárút,78,0,"csongrádi sugárút 78, Szeged",20.150309978122976,46.26852001355425
2854,33367,6,Szeged,2,2,2,75,168048,csongrádi sugárút,106,1,"csongrádi sugárút 106, Szeged",20.146780023419666,46.27174000547814
2855,33367,6,Szeged,2,2,2,75,168048,cső utca,2,1,"cső utca 2, Szeged",20.14918001375588,46.26617999573526
2856,33367,6,Szeged,2,2,2,75,168048,csörlő utca,1,0,"csörlő utca 1, Szeged",20.165520031082224,46.27430000634598
2857,33367,6,Szeged,2,2,2,75,168048,daru utca,2,2,"daru utca 2, Szeged",20.136240031633633,46.233200014677465
2860,33367,6,Szeged,2,2,2,75,168048,fő fasor,156,1,"fő fasor 156, Szeged",20.18884996892365,46.23944998078022
2861,33367,6,Szeged,2,2,2,75,168048,gáz utca,16,2,"gáz utca 16, Szeged",20.14994997538159,46.27146000800258
2862,33367,6,Szeged,2,2,2,75,168048,hajnóczy utca,26,1,"hajnóczy utca 26, Szeged",20.14084999456111,46.254969996518895
2863,33367,6,Szeged,2,2,2,75,168048,hajós utca,28,1,"hajós utca 28, Szeged",20.162753257815005,46.2614394841355
2864,33367,6,Szeged,2,2,2,75,168048,hargitai utca,51,0,"hargitai utca 51, Szeged",20.18282002777923,46.23716000292319
2867,33367,6,Szeged,2,2,2,75,168048,hont ferenc utca,8,1,"hont ferenc utca 8, Szeged",20.14951998374869,46.27509000072027
2868,33367,6,Szeged,2,2,2,75,168048,ildikó utca,45,0,"ildikó utca 45, Szeged",20.18493997873037,46.229959990005
2870,33367,6,Szeged,2,2,2,75,168048,kálvária sugárút,7,0,"kálvária sugárút 7, Szeged",20.14235001995337,46.2514399999061
2871,33367,6,Szeged,2,2,2,75,168048,kálvária sugárút,47,2,"kálvária sugárút 47, Szeged",20.13493999845113,46.25265001144848
2872,33367,6,Szeged,2,2,2,75,168048,kecskeméti utca,1,1,"kecskeméti utca 1, Szeged",20.1574800257373,46.26450998534659
2873,33367,6,Szeged,2,2,2,75,168048,kis-bogáros utca,8,2,"kis-bogáros utca 8, Szeged",20.19356001177502,46.20512998486177
2874,33367,6,Szeged,2,2,2,75,168048,kisfaludy utca,5,2,"kisfaludy utca 5, Szeged",20.137469992105594,46.23985000710928
2877,33367,6,Szeged,2,2,2,75,168048,kukorica utca,10,2,"kukorica utca 10, Szeged",20.141279986194007,46.269939991771224
2879,33367,6,Szeged,2,2,2,75,168048,liszt utca,10,1,"liszt utca 10, Szeged",20.163999972941355,46.261929993639654
2882,33367,6,Szeged,2,2,2,75,168048,ősz utca,28,0,"ősz utca 28, Szeged",20.149719975958448,46.263730007346595
2883,33367,6,Szeged,2,2,2,75,168048,öthalom utca,18,0,"öthalom utca 18, Szeged",20.143230035967775,46.2636300112417
2884,33367,6,Szeged,2,2,2,75,168048,pille utca,22,1,"pille utca 22, Szeged",20.169649962414837,46.25977001910087
2886,33367,6,Szeged,2,2,2,75,168048,pósz jenő utca,1,0,"pósz jenő utca 1, Szeged",20.159610034972246,46.26855999523241
2887,33367,6,Szeged,2,2,2,75,168048,puskás utca,21,0,"puskás utca 21, Szeged",20.13395998633186,46.26434000035019
2888,33367,6,Szeged,2,2,2,75,168048,sajka utca,1/A,1,"sajka utca 1/A, Szeged",20.16030003324164,46.25838998065254
2890,33367,6,Szeged,2,2,2,75,168048,szent györgy tér,1,1,"szent györgy tér 1, Szeged",20.15696001246431,46.25889000308649
2892,33367,6,Szeged,2,2,2,75,168048,szentháromság utca,39,1,"szentháromság utca 39, Szeged",20.141519960081922,46.24518001742902
2893,33367,6,Szeged,2,2,2,75,168048,szigony utca,46,0,"szigony utca 46, Szeged",20.10829996322667,46.22884000010268
2894,33367,6,Szeged,2,2,2,75,168048,szivárvány utca,11,0,"szivárvány utca 11, Szeged",20.141349975085518,46.24246998049435
2895,33367,6,Szeged,2,2,2,75,168048,tabán utca,27,0,"tabán utca 27, Szeged",20.16603996053618,46.26210999501035
2896,33367,6,Szeged,2,2,2,75,168048,tündér utca,22,0,"tündér utca 22, Szeged",20.147140026161054,46.26391000871729
2897,33367,6,Szeged,2,2,2,75,168048,vág utca,5,2,"vág utca 5, Szeged",20.148330004954857,46.26583998383296
2898,33367,6,Szeged,2,2,2,75,168048,vánky józsef utca,19,2,"vánky józsef utca 19, Szeged",20.189980017109775,46.237500014825486
2900,33367,6,Szeged,2,2,2,75,168048,zárda utca,20,1,"zárda utca 20, Szeged",20.15778001405195,46.258530000345104
2901,33367,6,Szeged,2,2,2,75,168048,zsitva sor,5,1,"zsitva sor 5, Szeged",20.14185003942896,46.27577999898966
2903,31088,15,Székely,4,3,7,152,1066,dózsa györgy út,6,1,"dózsa györgy út 6, Székely",21.941069980124496,48.05941001887405
2904,31088,15,Székely,4,3,7,152,1066,dózsa györgy út,22,1,"dózsa györgy út 22, Székely",21.940479977959995,48.06068000293368
2905,31088,15,Székely,4,3,7,152,1066,illyés gyula út,32,2,"illyés gyula út 32, Székely",21.93594000392403,48.05378002023966
2906,31088,15,Székely,4,3,7,152,1066,illyés gyula út,37,2,"illyés gyula út 37, Székely",21.93575996064382,48.051470009634016
2908,31088,15,Székely,4,3,7,152,1066,józsef attila út,26,2,"józsef attila út 26, Székely",21.939949990222203,48.05518000761754
2909,31088,15,Székely,4,3,7,152,1066,kapitány út,3,1,"kapitány út 3, Székely",21.930539962803266,48.058569984537826
2912,31088,15,Székely,4,3,7,152,1066,kossuth út,23,2,"kossuth út 23, Székely",21.93721002989318,48.051609987417066
2913,31088,15,Székely,4,3,7,152,1066,őze tanya,2/A,1,"őze tanya 2/A, Székely",21.896729963783514,48.04398999924027
2915,31088,15,Székely,4,3,7,152,1066,petőfi utca,1,2,"petőfi utca 1, Székely",21.93764002152608,48.058039996800034
2916,14827,7,Székesfehérvár,2,2,2,85,100570,bajmóci utca,8,1,"bajmóci utca 8, Székesfehérvár",18.45611997808149,47.2066999819161
2917,14827,7,Székesfehérvár,2,2,2,85,100570,bártfai utca,1,0,"bártfai utca 1, Székesfehérvár",18.446810030586477,47.198960006795346
2918,14827,7,Székesfehérvár,2,2,2,85,100570,bátky zsigmond utca,10,0,"bátky zsigmond utca 10, Székesfehérvár",18.400079998374025,47.189689999068946
2919,14827,7,Székesfehérvár,2,2,2,85,100570,bodrogi utca,8,1,"bodrogi utca 8, Székesfehérvár",18.38087001740041,47.20277000088373
2921,14827,7,Székesfehérvár,2,2,2,85,100570,budai út,159,0,"budai út 159, Székesfehérvár",18.457650010687132,47.195309981329046
2922,14827,7,Székesfehérvár,2,2,2,85,100570,cserepes köz,4,1,"cserepes köz 4, Székesfehérvár",18.402649973706644,47.18514000865869
2923,14827,7,Székesfehérvár,2,2,2,85,100570,dr. koch lászló utca,12,0,"dr. koch lászló utca 12, Székesfehérvár",18.407450038198135,47.194430007224184
2925,14827,7,Székesfehérvár,2,2,2,85,100570,eötvös utca,46,2,"eötvös utca 46, Székesfehérvár",18.41083004065362,47.17654000836262
2926,14827,7,Székesfehérvár,2,2,2,85,100570,építőmunkás utca,18,1,"építőmunkás utca 18, Székesfehérvár",18.422550036768683,47.20608001444771
2927,14827,7,Székesfehérvár,2,2,2,85,100570,erkel ferenc utca,2/B,0,"erkel ferenc utca 2/B, Székesfehérvár",18.420850019166636,47.1841900037528
2928,14827,7,Székesfehérvár,2,2,2,85,100570,határ utca,65,0,"határ utca 65, Székesfehérvár",18.436210024373707,47.15630001721732
2929,14827,7,Székesfehérvár,2,2,2,85,100570,horog utca,1,1,"horog utca 1, Székesfehérvár",18.399580017849615,47.187980007002125
2930,14827,7,Székesfehérvár,2,2,2,85,100570,iii. béla király tér,5,0,"iii. béla király tér 5, Székesfehérvár",18.411109996219693,47.19774002078816
2931,14827,7,Székesfehérvár,2,2,2,85,100570,jókai utca,2,1,"jókai utca 2, Székesfehérvár",18.408299963180127,47.19116999171263
2932,14827,7,Székesfehérvár,2,2,2,85,100570,kandó kálmán utca,4,1,"kandó kálmán utca 4, Székesfehérvár",18.4369000226431,47.19024999402009
2935,14827,7,Székesfehérvár,2,2,2,85,100570,kikindai utca,1,0,"kikindai utca 1, Székesfehérvár",18.4403599884549,47.194510012489985
2936,14827,7,Székesfehérvár,2,2,2,85,100570,lippai utca,5,1,"lippai utca 5, Székesfehérvár",18.40860003531381,47.173429987008404
2938,14827,7,Székesfehérvár,2,2,2,85,100570,ősz utca,4,1,"ősz utca 4, Székesfehérvár",18.41314998381452,47.19564999323137
2939,14827,7,Székesfehérvár,2,2,2,85,100570,rózsahegyi utca,30,0,"rózsahegyi utca 30, Székesfehérvár",18.459959979383257,47.21624998711806
2942,14827,7,Székesfehérvár,2,2,2,85,100570,szamos utca,46/A,1,"szamos utca 46/A, Székesfehérvár",18.361449985933234,47.20659998581121
2943,14827,7,Székesfehérvár,2,2,2,85,100570,széchenyi utca,76,1,"széchenyi utca 76, Székesfehérvár",18.41823997833683,47.17974998391222
2944,14827,7,Székesfehérvár,2,2,2,85,100570,sziget utca,23,1,"sziget utca 23, Székesfehérvár",18.405339977892737,47.185509985864854
2945,14827,7,Székesfehérvár,2,2,2,85,100570,szilágyi utca,4,0,"szilágyi utca 4, Székesfehérvár",18.432479993641607,47.18950999769825
2946,14827,7,Székesfehérvár,2,2,2,85,100570,tolnai utca,5,0,"tolnai utca 5, Székesfehérvár",18.410729960729697,47.18629998023914
2948,14827,7,Székesfehérvár,2,2,2,85,100570,tóvárosi lakónegyed,6,1,"tóvárosi lakónegyed 6, Székesfehérvár",18.411720031132802,47.18220998867517
2952,12265,6,Székkutas,4,3,6,71,2284,béke utca,14,2,"béke utca 14, Székkutas",20.53996001395396,46.506990020399456
2953,12265,6,Székkutas,4,3,6,71,2284,béke utca,17,1,"béke utca 17, Székkutas",20.539409993467586,46.507340006766526
2955,12265,6,Székkutas,4,3,6,71,2284,dózsa györgy utca,23,1,"dózsa györgy utca 23, Székkutas",20.533450041214678,46.50949000684054
2956,12265,6,Székkutas,4,3,6,71,2284,dr. kónya jános utca,4,1,"dr. kónya jános utca 4, Székkutas",20.534290000000055,46.50454000000008
2957,12265,6,Székkutas,4,3,6,71,2284,hidi mihály utca,7,1,"hidi mihály utca 7, Székkutas",20.533620026211082,46.50253000971978
2959,12265,6,Székkutas,4,3,6,71,2284,i. körzet tanya,33,2,"i. körzet tanya 33, Székkutas",20.589342925572723,46.53874635610585
2960,12265,6,Székkutas,4,3,6,71,2284,i. körzet tanya,40,1,"i. körzet tanya 40, Székkutas",20.589342925572723,46.53874635610585
2961,12265,6,Székkutas,4,3,6,71,2284,jókai utca,65,0,"jókai utca 65, Székkutas",20.539700007317435,46.512890000135116
2962,12265,6,Székkutas,4,3,6,71,2284,kölcsey utca,10,1,"kölcsey utca 10, Székkutas",20.53261000687843,46.511239980585515
2963,12265,6,Székkutas,4,3,6,71,2284,murgács kálmán utca,8,2,"murgács kálmán utca 8, Székkutas",20.534210028375583,46.50622999132901
2964,12265,6,Székkutas,4,3,6,71,2284,vásárhelyi út,1/B,0,"vásárhelyi út 1/B, Székkutas",20.539999995632087,46.50550998584623
2966,22761,17,Szekszárd,2,2,2,173,34296,béri balogh ádám utca,71,0,"béri balogh ádám utca 71, Szekszárd",18.699730019410936,46.336049989953665
2967,22761,17,Szekszárd,2,2,2,173,34296,cinka utca,100,0,"cinka utca 100, Szekszárd",18.693089959534404,46.317170004508085
2968,22761,17,Szekszárd,2,2,2,173,34296,hársfa utca,3,0,"hársfa utca 3, Szekszárd",18.69675997583977,46.35488001925631
2970,22761,17,Szekszárd,2,2,2,173,34296,kölcsey lakótelep,3,0,"kölcsey lakótelep 3, Szekszárd",18.70413001566385,46.350370010524216
2971,22761,17,Szekszárd,2,2,2,173,34296,kőrösi csoma sándor utca,14/A,0,"kőrösi csoma sándor utca 14/A, Szekszárd",18.69386997944389,46.35268999559463
2972,22761,17,Szekszárd,2,2,2,173,34296,mocfa,7026,0,"mocfa 7026, Szekszárd",18.702120000000036,46.34854000000007
2974,22761,17,Szekszárd,2,2,2,173,34296,szüret utca,2,0,"szüret utca 2, Szekszárd",18.69382999776576,46.35580999141365
2975,22761,17,Szekszárd,2,2,2,173,34296,táncsics mihály utca,46,1,"táncsics mihály utca 46, Szekszárd",18.701070034271595,46.35549998672471
